# file | total runes in file | interrupt | indices
0_wisdom|157|22|
0_wisdom|157|23|7,26,50,62,73,84,104,137
0_wisdom|157|24|18,22,46,51,83,106,109,117,128,130,153,155
0_wisdom|157|25|88,146
0_wisdom|157|26|69
0_wisdom|157|27|41
0_wisdom|157|28|92,150
0_koan_1|780|0|30,46,54,96,104,117,132,150,216,221,260,294,339,344,387,453,480,486,543,605,652,661,700,715,771
0_koan_1|780|1|25,70,84,108,146,165,183,197,223,271,283,310,324,335,346,380,398,415,427,441,482,514,560,572,584,598,640,646,697,720,739,749,758,760
0_koan_1|780|2|53,227,254,334,358,467,479,491,657,684,685,687,756
0_koan_1|780|3|763,774
0_koan_1|780|4|513,752
0_koan_1|780|5|27,68,86,144,158,163,181,199,269,281,308,326,364,395,396,413,425,443,538,542,553,558,570,582,600,660,671,718,741,779
0_koan_1|780|6|
0_koan_1|780|7|0,3,5,7,20,31,33,57,65,91,99,120,129,133,142,147,151,161,166,170,178,206,211,213,219,230,237,248,250,261,267,279,284,297,305,342,361,367,376,378,382,388,416,422,448,456,461,463,466,471,505,507,523,528,530,536,544,556,561,573,579,608,611,623,628,634,658,670,678,686,691,696,703,721,742,767,778
0_koan_1|780|8|9,13,15,22,26,48,85,95,109,116,174,198,210,239,246,272,293,325,338,374,442,452,503,541,599,626,638,648,682,714,740,754,777
0_koan_1|780|9|
0_koan_1|780|10|386,527,617,662,694,772
0_koan_1|780|11|115,157,171,172,243,290,362,363,394,500,552,647,664,680,692,711,726,769
0_koan_1|780|12|6,32,56,98,119,130,218,231,233,249,296,341,352,354,377,381,455,472,474,506,548,607,629,702,729,735
0_koan_1|780|13|10,14,36,39,41,47,55,60,67,78,88,90,94,97,102,105,110,118,123,131,149,168,173,180,191,201,203,205,209,217,234,241,245,255,286,288,292,295,300,307,318,328,330,337,340,353,357,366,371,373,385,402,405,418,424,435,445,447,451,454,459,469,475,487,492,498,502,517,549,551,563,575,581,592,602,604,606,614,625,631,637,643,663,666,675,681,689,699,701,706,709,713,716,723,725,730,736,770
0_koan_1|780|14|384,524,532,539,639,768
0_koan_1|780|15|16,24,35,43,44,59,80,83,101,107,112,113,122,134,139,143,152,162,193,196,226,236,262,268,276,280,299,320,323,349,389,409,437,440,458,468,477,485,526,534,545,557,566,594,597,615,616,622,624,633,636,641,651,667,676,688,705,731,738,747,751
0_koan_1|780|16|23,34,58,76,79,82,92,100,106,121,127,136,154,189,192,195,207,256,257,264,298,316,319,322,336,350,369,391,400,406,433,436,439,449,457,493,494,511,515,518,519,547,590,593,596,612,632,665,669,672,698,704,737,746,764,773
0_koan_1|780|17|
0_koan_1|780|18|242,251,289,401,488,499,695,710
0_koan_1|780|19|
0_koan_1|780|20|
0_koan_1|780|21|12,29,75,126,135,153,188,214,244,247,263,291,315,359,375,390,404,432,464,501,504,520,525,533,546,589,618,621,627,653,679,712,744
0_koan_1|780|22|4,8,21,42,111,128,137,156,215,220,235,238,274,333,343,360,368,383,393,407,465,476,510,516,521,529,564,609,649,654,659,717,743,745,753,761,766
0_koan_1|780|23|38,63,72,77,87,125,141,160,176,185,190,200,204,225,266,278,303,312,317,327,348,365,379,411,420,429,434,444,484,522,555,568,577,586,591,601,630,642,674,776
0_koan_1|780|24|28,40,62,71,74,140,159,175,184,187,265,277,302,311,314,370,410,419,428,431,554,567,576,585,588,610,724
0_koan_1|780|25|18,212,224,347,462,483,613
0_koan_1|780|26|1,11,93,169,208,331,403,450,508,512,644,655,727,733,750,775
0_koan_1|780|27|37,51,61,66,89,103,124,148,167,179,202,229,240,252,259,285,287,301,306,329,356,372,399,417,423,446,460,470,489,496,497,531,535,537,550,562,574,580,603,619,620,635,677,690,707,708,722,748,759,762
0_koan_1|780|28|2,17,19,45,49,50,52,64,69,73,81,114,138,145,155,164,177,182,186,194,222,228,232,253,258,270,273,275,282,304,309,313,321,332,345,351,355,392,397,408,412,414,421,426,430,438,473,478,481,490,495,509,540,559,565,569,571,578,583,587,595,645,650,656,668,673,683,693,719,728,732,734,755,757,765
0_loss_of_divinity|755|0|7,24,69,122,333,430,470,554
0_loss_of_divinity|755|1|10,22,48,59,72,82,94,101,108,118,162,167,184,191,201,209,234,281,290,303,312,322,362,417,525,549,559,571,593,595,602,617,620,624,655,680,711,722,736
0_loss_of_divinity|755|2|0,16,40,62,120,140,143,172,264,276,305,340,371,379,384,398,410,443,503,511,538,543,588,616,652,706
0_loss_of_divinity|755|3|3,6,65,68,79,91,98,99,123,126,131,135,156,158,166,170,179,183,204,222,229,233,243,244,261,271,274,278,337,350,357,361,366,395,405,408,431,434,437,442,454,466,471,474,479,482,491,510,514,524,528,532,553,556,598,601,619,631,638,661,673,679,681,695,701,710,712,729,735,744
0_loss_of_divinity|755|4|20,26,32,41,50,133,134,136,171,174,228,241,268,275,285,289,298,302,327,356,402,409,412,416,423,461,467,476,498,505,517,551,566,570,583,603,605,621,646,657,687,691,700,721,728,731,737,743,746,749
0_loss_of_divinity|755|5|18,21,29,34,37,55,57,78,90,102,106,147,210,211,277,310,331,388,426,448,485,555,586,660,668,723
0_loss_of_divinity|755|6|168,185,235,363,367,375,438,463,500,519,645,730,745
0_loss_of_divinity|755|7|52,88,111,127,130,138,153,187,193,197,205,215,217,250,254,273,295,315,324,329,334,343,345,407,428,435,446,468,475,483,634,649,674,682,713
0_loss_of_divinity|755|8|46,53,56,103,160,169,186,189,194,199,236,251,364,421,464,501,520,547,581,591,669,675
0_loss_of_divinity|755|9|12,28,74,80,87,92,142,152,157,165,178,182,203,213,221,232,249,256,270,279,294,349,360,370,378,393,404,425,450,457,480,487,494,509,557,564,575,577,585,614,626,653,683,714,716,718,726,740
0_loss_of_divinity|755|10|9,11,13,19,36,54,71,73,75,117,139,141,176,218,248,320,332,346,369,377,380,382,462,499,507,518,534,539,541,606,610,623,625,627,635,717,739,752
0_loss_of_divinity|755|11|
0_loss_of_divinity|755|12|
0_loss_of_divinity|755|13|31,84,149,284,297,390,411,561,565,604,686,689,727,742
0_loss_of_divinity|755|14|
0_loss_of_divinity|755|15|4,5,39,51,60,66,67,81,93,109,137,177,226,262,266,280,287,300,307,313,338,354,381,383,396,400,414,441,478,481,508,535,542,552,558,568,596,599,618,630,636,643,644,698,719
0_loss_of_divinity|755|16|14,35,76,85,97,129,150,159,180,196,223,227,239,242,246,253,263,272,292,351,355,365,391,397,406,445,465,502,513,521,526,527,540,562,573,590,611,628,648,665,666,672,677,694,699,708,720,724,753
0_loss_of_divinity|755|17|44,104,113,206,224,245,308,317,352,451,459,488,496,515,523,529,545,658,684
0_loss_of_divinity|755|18|1,17,25,27,30,38,42,43,45,61,63,89,96,105,110,112,114,116,119,121,132,144,146,148,154,163,164,173,175,181,188,192,198,202,216,225,231,240,255,257,258,269,286,288,296,299,301,304,309,314,316,318,321,323,325,328,335,339,341,344,353,359,372,385,387,389,403,413,415,422,424,427,429,447,452,460,469,484,489,497,504,506,516,530,544,546,567,569,582,584,587,594,600,633,654,656,659,663,670,685,688,692,697
0_loss_of_divinity|755|19|23,83,95,100,260,282,342,373,394,439,560,607,632,639,641,662,733,738,748
0_loss_of_divinity|755|20|2,64,115,124,125,208,219,220,237,319,336,347,348,432,433,453,472,473,490,531,597,609,651,704,705,751
0_loss_of_divinity|755|21|128,230,265,283,306,358,399,418,455,492,512,533
0_loss_of_divinity|755|22|
0_loss_of_divinity|755|23|8,70,145,155,214,259,386,420,436,458,495,536,578,580,615,622,637,671,693,696,741
0_loss_of_divinity|755|24|33,47,58,107,161,190,195,200,212,238,247,252,267,291,311,326,368,374,376,401,419,440,444,449,456,486,493,522,548,572,576,579,589,592,608,613,640,642,664,667,676,690,703,707,715,732,747
0_loss_of_divinity|755|25|
0_loss_of_divinity|755|26|15,77,207,612,629,678,702,709,734,754
0_loss_of_divinity|755|27|49,86,151,293,392,550,563,574,725
0_loss_of_divinity|755|28|330,477,537,647,650,750
jpg107-167|319|0|10,49,58,124,189
jpg107-167|319|1|6,27,56,169,177,247,265,268,281
jpg107-167|319|2|16,43,229,252,288,294
jpg107-167|319|3|25,91,110,156,214,273,285
jpg107-167|319|4|12,20,60,76,117,118,146,187,201,213,221,222,287
jpg107-167|319|5|68,89,102,105,115,127,130,140,158,219,232,241,258,275,297
jpg107-167|319|6|41,173,176,202,254,312
jpg107-167|319|7|2,22,61,66,81,87,92,99,131,147,191,230,235,263,264,269,295,300,304,308
jpg107-167|319|8|31,59,65,71,111,137,164,171,215
jpg107-167|319|9|18,55,107,148,161,204,236,239,266,278,301,310
jpg107-167|319|10|4,29,30,39,45,53,122,132,135,145,155,233,249,272,286,292,298
jpg107-167|319|11|36,50,97,103,255
jpg107-167|319|12|79,144,168,178,283
jpg107-167|319|13|5,9,14,15,23,26,62,88,108,113,126,154,209,217,224,226,228,270,293,309,316
jpg107-167|319|14|54,69,77,93,160,267,277,290
jpg107-167|319|15|1,13,67,83,125,190,195,210,250
jpg107-167|319|16|109,163,175,200,223,314
jpg107-167|319|17|80,84,123,142,149,165,225,284
jpg107-167|319|18|11,24,37,42,51,73,78,174,185,203,307,317
jpg107-167|319|19|17,106,112,114,129,133,134,152,194,198,208,216,218,227,231,256,257,296,303,305,311
jpg107-167|319|20|21,33,57,85,120,162,167,206,245
jpg107-167|319|21|48,128,139,248,271
jpg107-167|319|22|7,34,44,47,141,153,179,186,212,251,280,282
jpg107-167|319|23|32,46,52,63,70,86,94,184,234,262,299,306
jpg107-167|319|24|0,3,19,95,96,104,119,136,151,170,182,197,205,240,242,259,260,291,318
jpg107-167|319|25|8,40,90,181,188,253
jpg107-167|319|26|100,138,172,193,196,211,237,302,313
jpg107-167|319|27|64,72,74,116,121,150,166,180,183,192,199,207,220,244,246,279
jpg107-167|319|28|28,35,38,75,82,98,101,143,157,159,238,243,261,274,276,289,315
jpg229|89|0|50,51
jpg229|89|1|7,30,35,45,59,63
jpg229|89|2|22,36,64,73,78,86
jpg229|89|3|29,44,52,55,58,68,72,75,77,84
jpg229|89|4|6,32,34,46,60,62,80
jpg229|89|5|8,12,28,82
jpg229|89|6|
jpg229|89|7|13,56,85
jpg229|89|8|
jpg229|89|9|1,3,11,18,38,71,76,83
jpg229|89|10|2,26,37,40,65,87
jpg229|89|11|
jpg229|89|12|
jpg229|89|13|67
jpg229|89|14|
jpg229|89|15|4,15,24,27,39,47,69,81,88
jpg229|89|16|5,9,16,33,61
jpg229|89|17|
jpg229|89|18|14,31,42,48,70,79
jpg229|89|19|66
jpg229|89|20|20,21,49,53,54
jpg229|89|21|23,74
jpg229|89|22|
jpg229|89|23|25,41
jpg229|89|24|0,19
jpg229|89|25|
jpg229|89|26|43,57
jpg229|89|27|10,17
jpg229|89|28|
p56_an_end|85|0|35,47,51,56,74
p56_an_end|85|1|26,66,83
p56_an_end|85|2|13,42
p56_an_end|85|3|8,10,20,70
p56_an_end|85|4|4,55,59,75,79
p56_an_end|85|5|12,34,43,45,53
p56_an_end|85|6|14,27,76
p56_an_end|85|7|15,16,28,68,73
p56_an_end|85|8|9
p56_an_end|85|9|31,48,52,82
p56_an_end|85|10|58
p56_an_end|85|11|1,33,64
p56_an_end|85|12|40
p56_an_end|85|13|22,39
p56_an_end|85|14|19,69
p56_an_end|85|15|3,62,84
p56_an_end|85|16|38
p56_an_end|85|17|80
p56_an_end|85|18|50,61
p56_an_end|85|19|5,23,71
p56_an_end|85|20|7,17,29
p56_an_end|85|21|54,67,78
p56_an_end|85|22|2
p56_an_end|85|23|24,25,30,46,60
p56_an_end|85|24|21,41
p56_an_end|85|25|0,11,18,37,44,57,81
p56_an_end|85|26|6,32,63
p56_an_end|85|27|36,49,77
p56_an_end|85|28|65,72
p57_parable|95|0|33,59,67
p57_parable|95|1|20,31,40,48,57,75
p57_parable|95|2|11,28,71,83
p57_parable|95|3|27,47,50
p57_parable|95|4|2,18,32,49,55,61,92
p57_parable|95|5|9,35,53,56,64
p57_parable|95|6|93
p57_parable|95|7|37,51,81
p57_parable|95|8|44
p57_parable|95|9|14,21,22,52,63,69,77,85,87
p57_parable|95|10|8,13,54,68,74,76,78,82,84
p57_parable|95|11|
p57_parable|95|12|
p57_parable|95|13|0
p57_parable|95|14|
p57_parable|95|15|15,30,41,43,66
p57_parable|95|16|16,19,26,42,79
p57_parable|95|17|4
p57_parable|95|18|6,10,12,23,29,36,38,45,60,62,65,72,89,91,94
p57_parable|95|19|39,58,90
p57_parable|95|20|5,7,24
p57_parable|95|21|25
p57_parable|95|22|
p57_parable|95|23|46,70,73,88
p57_parable|95|24|1,3,17,34,86
p57_parable|95|25|
p57_parable|95|26|80
p57_parable|95|27|
p57_parable|95|28|
p0-2|729|0|7,17,58,61,65,91,115,140,177,183,189,198,245,252,292,299,302,345,359,398,419,437,461,486,500,508,510,577,592,618,632,637,644,718
p0-2|729|1|33,67,76,112,224,231,242,270,353,424,458,493,515,530,564,574,648,659,711,724,727
p0-2|729|2|13,22,38,48,82,87,95,118,121,122,153,170,285,291,339,351,374,379,408,436,452,499,514,565,597,608,615,668,688,693
p0-2|729|3|3,20,78,163,214,246,289,301,305,316,340,367,375,407,416,555,603,625,695,704
p0-2|729|4|162,199,225,233,243,255,260,269,284,287,304,380,393,420,475,496,541,561,584,598,634,685
p0-2|729|5|12,93,114,136,236,283,327,344,346,383,402,410,412,418,426,431,450,468,470,483,611,623,643,654,671,677,681,710
p0-2|729|6|4,15,36,60,77,89,149,152,159,181,190,220,310,323,357,370,394,432,445,469,477,512,517,547,571,604,621,687,692
p0-2|729|7|25,134,185,248,261,271,337,395,434,446,457,460,462,467,551,559,640,656,665,674,697,728
p0-2|729|8|1,39,74,85,103,106,174,217,232,235,308,312,314,317,388,485,495,531,537,544,556,563,566,622,633,641,666,683,694,720
p0-2|729|9|21,23,34,41,45,116,128,143,147,191,195,226,266,315,322,350,400,448,478,490,543,568,578,610,628,650,682,722
p0-2|729|10|31,37,83,98,100,120,155,169,263,295,298,399,405,440,513,527,560,562,579,591,596,626,676,686
p0-2|729|11|14,18,47,94,119,146,161,172,330,335,347,397,463,488,501,523,572,587,594,652,653,699,709,716
p0-2|729|12|30,46,104,117,165,186,193,208,216,361,366,386,534,548,552,602,661
p0-2|729|13|43,55,63,66,79,88,123,168,180,281,311,352,358,365,376,451,454,479,482,524,554,573,630,645,678,717,725
p0-2|729|14|52,59,71,86,109,132,137,151,178,182,206,207,294,354,356,390,413,430,453,465,473,504,518,526,569,629,663,712
p0-2|729|15|0,8,28,62,202,229,237,244,265,267,272,279,320,360,384,429,435,447,505,521,600,614,726
p0-2|729|16|64,105,142,167,187,227,234,239,282,296,389,506,511,520,532,593,606,627,631,638,673,691,713
p0-2|729|17|26,40,44,53,75,135,139,150,210,288,328,341,385,533,538,542,545,570,586,605,642,708,715
p0-2|729|18|2,10,24,56,111,129,144,247,368,391,409,423,487,497,546,557,580,601,620,624,636,675,690,700
p0-2|729|19|5,97,141,160,192,197,204,213,254,259,264,307,309,442,507,529,539,590
p0-2|729|20|148,164,175,184,194,223,251,273,300,321,329,332,348,392,417,427,503,509,516,522,525,535,550,599,619,647,651,655,672,707
p0-2|729|21|11,32,50,68,70,80,92,99,113,125,133,158,196,205,219,222,241,256,278,331,364,373,381,422,439,575,583,617,701
p0-2|729|22|19,29,173,211,221,238,240,250,268,275,297,306,319,326,333,342,355,363,378,471,474,491,528,589,679
p0-2|729|23|54,131,138,156,171,209,212,218,257,280,290,421,425,438,449,466,472,536,549,581,585,595,607,616,635,658,660,664,680,703,721
p0-2|729|24|27,49,96,157,201,258,262,276,369,377,443,480,494,502,609,646,684,706,714
p0-2|729|25|16,35,81,84,107,179,188,228,253,277,313,324,334,349,362,371,382,411,444,492,639,670,698,705
p0-2|729|26|9,51,69,73,90,102,110,124,127,130,154,166,230,293,318,325,343,387,396,403,464,481,484,567,612
p0-2|729|27|6,42,57,72,101,108,200,274,286,372,401,406,414,433,441,476,553,582,588,613,669,696,723
p0-2|729|28|126,145,176,203,215,249,303,336,338,404,415,428,455,456,459,489,498,519,540,558,576,649,657,662,667,689,702,719
p3-7|1145|0|28,60,85,93,162,185,192,229,258,281,303,329,397,471,486,509,548,554,556,626,641,678,793,865,897,961
p3-7|1145|1|14,136,193,244,255,260,268,293,402,424,451,470,477,500,568,607,611,635,671,687,692,695,730,808,857,876,907,915,924,944,959,1041,1063,1076
p3-7|1145|2|6,92,96,121,135,139,169,291,301,304,317,333,362,399,419,467,473,517,579,600,603,605,650,767,777,867,940,969,990,1036,1039,1043,1096,1135
p3-7|1145|3|45,154,187,197,206,212,235,350,433,443,492,544,566,628,651,686,701,735,809,833,845,852,883,906,946,975,1042,1061,1104,1132
p3-7|1145|4|18,47,51,64,140,188,236,275,295,353,355,368,370,387,405,420,468,478,531,538,606,637,660,705,727,774,778,791,795,804,847,859,886,905,970,1018
p3-7|1145|5|5,84,99,102,107,127,163,165,174,190,225,232,252,283,328,330,336,345,391,460,469,487,493,567,574,608,639,666,696,722,732,734,742,794,839,849,878,943,945,949,974,1000,1011,1016,1029,1035,1098,1103,1108,1117,1129,1137
p3-7|1145|6|19,23,67,149,170,182,201,228,248,261,279,282,297,300,308,309,332,352,406,415,438,458,461,501,507,573,634,668,689,707,785,799,817,823,827,834,904,921,934,996,1054,1062,1142
p3-7|1145|7|27,56,83,132,156,223,251,266,296,344,359,381,432,450,503,591,711,758,761,781,789,880,900,918,991,1049,1087,1090,1121,1138
p3-7|1145|8|3,12,58,77,131,137,141,155,178,214,216,238,274,277,434,481,499,515,596,619,627,676,704,708,744,788,837,846,868,909,916,937,992,998,1030,1085,1109,1111
p3-7|1145|9|21,26,30,35,48,57,82,117,146,167,230,290,337,346,386,423,439,558,562,571,594,714,751,824,858,881,928,953,1006,1014,1033,1058,1064,1067,1080,1097,1123
p3-7|1145|10|44,79,110,171,173,199,207,209,211,222,226,280,306,335,380,410,453,490,516,545,565,640,643,659,669,681,706,762,797,810,840,863,870,873,967,973,1007,1010,1037,1069,1093,1100,1116
p3-7|1145|11|1,9,100,109,172,210,239,257,286,294,341,366,382,411,416,482,513,580,582,604,612,633,644,664,674,702,709,720,752,770,842,848,877,892,919,925,950,984,1052,1084,1113,1126,1139
p3-7|1145|12|2,24,69,74,108,122,124,129,191,246,287,302,338,403,408,437,442,457,472,522,524,526,533,539,542,549,578,593,598,602,617,713,718,736,746,822,860,912,927,929,954,994,1013,1038,1040,1059,1082,1092,1105
p3-7|1145|13|17,34,86,88,119,208,220,234,313,334,357,364,373,428,431,444,455,463,518,540,543,588,614,645,677,683,700,733,739,765,800,884,893,917,958,985,993,997,1003,1034,1044,1051,1056,1088
p3-7|1145|14|11,72,153,177,194,198,221,233,242,256,264,269,288,319,365,375,379,398,404,414,447,474,480,510,512,519,535,560,576,631,655,725,741,747,779,806,814,821,830,869,885,951,955,966,976,1026,1078,1115,1140
p3-7|1145|15|16,38,81,91,145,150,152,202,203,307,383,390,395,429,441,459,494,506,564,599,618,694,764,769,819,872,879,896,908,936,942,981,1057,1120
p3-7|1145|16|7,10,13,70,111,118,138,168,186,324,326,374,377,392,407,534,536,561,572,621,697,731,740,743,784,813,832,838,843,855,890,903,980,1060,1101,1119,1134
p3-7|1145|17|31,40,46,55,62,105,196,204,292,347,371,389,396,412,422,427,449,646,688,703,748,755,798,815,820,922,941,965,1022,1055,1099
p3-7|1145|18|54,97,115,159,213,321,323,388,435,446,452,475,496,505,528,547,585,590,647,657,723,756,831,850,864,977,1066,1070,1106,1118,1122,1128
p3-7|1145|19|39,59,71,75,87,104,133,158,160,224,240,245,263,271,322,343,354,356,378,385,445,484,630,667,712,790,816,874,894,898,923,926,957,960,982,1027,1053,1127,1144
p3-7|1145|20|0,49,52,53,80,89,101,126,143,151,217,227,253,267,298,316,367,369,376,393,466,476,485,532,546,559,583,586,658,680,760,766,786,887,902,914,920,931,933,939,948,962,968,1001,1008,1020,1047,1075,1077,1094
p3-7|1145|21|4,25,63,142,144,184,243,249,250,254,273,285,340,342,417,421,426,488,491,508,525,527,541,553,648,690,693,717,721,792,828,836,866,938,964,1024,1028,1072,1074,1081,1095,1107
p3-7|1145|22|15,61,68,94,112,241,259,299,325,351,361,363,384,394,413,495,498,584,592,629,632,642,684,691,719,737,776,780,807,844,871,889,899,987,1023,1031,1048,1110,1114,1133
p3-7|1145|23|73,106,113,120,123,157,175,189,272,454,462,489,502,511,523,530,557,597,623,662,679,698,716,745,772,775,783,802,829,853,895,901,978,1021,1071,1073,1086,1131
p3-7|1145|24|22,37,65,161,265,278,372,400,425,456,504,551,575,595,610,672,675,726,729,754,768,803,805,812,854,875,910,932,935,952,995,1045,1079,1083,1130
p3-7|1145|25|8,125,147,166,179,180,270,284,315,320,360,436,440,479,483,550,563,616,625,652,665,670,673,699,715,738,750,796,826,861,862,888,930,989,1012,1015,1065,1089,1091,1112,1136
p3-7|1145|26|20,29,36,76,98,134,164,200,219,276,310,339,348,464,497,520,537,552,555,569,581,587,601,615,622,624,649,653,661,685,710,728,773,782,801,841,856,882,911,1005,1068,1125
p3-7|1145|27|33,41,43,66,95,103,116,128,176,218,231,237,289,312,314,358,448,465,521,577,589,613,636,638,656,759,763,771,787,818,835,851,891,913,947,972,979,988,1004,1009,1017,1019,1025,1046,1050,1124
p3-7|1145|28|32,42,50,78,90,114,130,148,181,183,195,205,215,247,262,305,311,318,327,331,349,401,409,418,430,514,529,570,609,620,654,663,682,724,749,753,757,811,825,956,963,971,983,986,999,1002,1032,1102,1141,1143
p8-14|1729|0|34,161,183,189,192,196,203,245,278,293,317,318,341,388,392,441,459,480,509,563,594,659,679,683,686,763,802,807,827,852,872,881,885,888,905,956,986,989,1003,1022,1098,1115,1121,1137,1156,1162,1174,1203,1206,1293,1297,1309,1322,1350,1356,1370,1380,1410,1413,1445,1458,1463,1507,1567,1594,1690
p8-14|1729|1|4,28,65,75,97,103,116,181,193,211,217,266,313,373,444,499,502,525,529,549,616,620,624,641,646,668,741,755,767,809,828,849,865,866,891,927,946,952,957,996,1006,1015,1019,1048,1058,1070,1077,1082,1120,1126,1194,1230,1245,1250,1256,1348,1353,1390,1404,1417,1429,1471,1509,1556,1568,1606,1680,1692,1725
p8-14|1729|2|8,49,51,68,130,171,207,238,281,294,299,301,316,343,386,465,476,478,503,522,532,555,569,619,654,664,682,690,723,735,795,838,846,873,916,922,930,962,972,979,990,1025,1045,1067,1079,1138,1159,1213,1267,1275,1321,1395,1405,1443,1446,1480,1485,1488,1491,1512,1526,1540,1565,1605,1626,1630,1643,1671,1719
p8-14|1729|3|10,20,32,40,67,108,113,155,169,210,213,236,249,280,284,393,401,419,452,487,501,589,622,650,675,689,709,717,720,748,848,876,879,896,942,953,980,1053,1113,1204,1211,1224,1228,1254,1337,1349,1359,1361,1366,1373,1378,1389,1403,1447,1477,1516,1569,1595,1665,1711,1718
