# file-name | number of interrupts | score | interrupt-rune (index) | key length | interrupts (starting with index 1 for first occurrence)
p0-2|20|1.21659|0|10|1,2,3,4,5,9,12,13,19
p0-2|20|1.28945|0|11|1,3,5,6,10,11,12,13,14,15,16,17,18,19,20
p0-2|20|1.29341|0|12|1,2,5,8,9,10,13,14,15,16,18,19,20
p0-2|20|1.22812|0|13|1,3,4,5,7,8,9,10,11,12,13,14,15,16,19,20
p0-2|20|1.34456|0|14|1,4,5,6,8,12,13,14,16,17,20
p0-2|20|1.29400|0|15|1,3,4,5,7,9,13,14,15,16,17
p0-2|20|1.25527|0|16|1,4,6,7,12,13,14,15,16,17,19,20
p0-2|20|1.38448|0|17|1,2,5,6,8,9,12,15,16,17,19
p0-2|20|1.36640|0|18|1,2,5,8,9,10,13,14,15,16,18,19,20
p0-2|20|1.36640|0|18|1,2,4,8,9,10,13,14,15,16,18,19,20
p0-2|20|1.27259|0|19|2,4,5,6,7,8,10,11,12,18,19,20
p0-2|20|1.27259|0|19|2,3,5,6,7,8,9,11,12,18,19,20
p0-2|20|1.30972|0|20|1,2,3,4,5,9,12,13,17
p0-2|20|1.36319|0|21|1,4,5,6,7,12,14,15,16,20
p0-2|20|1.36319|0|21|1,3,4,6,7,12,14,15,16,20
p0-2|20|1.35038|0|22|1,2,4,5,6,9,10,12
p0-2|20|1.36594|0|23|1,2,4,5,6,7,8,9,11,13,14,15,16,17,18,19
p0-2|20|1.37714|0|24|5,7,8,10,13,15,16,17,18,19,20
p0-2|20|1.37039|0|25|2,3,4,5,6,12,15,18
p0-2|20|1.33846|0|26|1,2,3,4,5,7,8,9,10,11,13,14,15,16,17,18,20
p0-2|20|1.32597|0|27|2,3,7,11,12,14,15,16,17
p0-2|20|1.45607|0|28|2,3,5,6,8,9,11,13,14,15,17,18,20
p0-2|20|1.49231|0|29|5,7,8,10,11,14,17
p0-2|20|1.31545|0|30|1,2,7,8,10,11
p0-2|20|1.40837|0|31|2,3,4,5,6,7,8,12,13,15,18,20
p0-2|20|1.39740|0|32|1,2,3,4,5,6,7,8,9,10,11,12,13,14
p3-7|20|1.03220|0|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p3-7|20|1.07427|0|2|1,4,6,7,8,11,13,15,16,18,19,20
p3-7|20|1.11940|0|3|1,2,3,6,10,11,12,13,14,15,16,17,18,19,20
p3-7|20|1.08906|0|4|1,4,6,7,8,9,10,11,13,15,16,20
p3-7|20|1.11979|0|5|1,2,3,4,5,6,9,13,20
p3-7|20|1.12579|0|6|1,4,6,11,13,15,17,18,19,20
p3-7|20|1.12094|0|7|1,2,3,7,9,10,11,12,13,20
p3-7|20|1.14217|0|8|3,4,5,6,7,9,10,14,16,17,20
p3-7|20|1.20440|0|9|1,2,5,7,12,14,15,16,17,18,19,20
p3-7|20|1.15763|0|10|3,4,7,8,10,11,12,13,15,16,17,18,19,20
p3-7|20|1.16279|0|11|2,6,9,11,14,15,16,17,18,19,20
p3-7|20|1.21542|0|12|1,4,6,11,13,15,17,20
p3-7|20|1.20188|0|13|4,5,6,7,8,14,17,18,20
p3-7|20|1.15334|0|14|1,2,4,5,14,16,17,18,19,20
p3-7|20|1.22557|0|15|1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p3-7|20|1.24515|0|16|3,4,5,6,7,9,10,13,15,16,20
p3-7|20|1.19192|0|17|1,2,3,5,8,9,10,11,12,13,15,16,17,18,19,20
p3-7|20|1.19192|0|17|1,2,3,5,8,9,10,11,12,13,14,16,17,18,19,20
p3-7|20|1.22136|0|18|1,2,3,5,6,7,9,11,13,15,16,18,19,20
p3-7|20|1.15375|0|19|2,4,6,7,8,10,13
p3-7|20|1.23523|0|20|3,4,5,8,9,10,11,16,20
p3-7|20|1.15873|0|21|1,2,3,7,13,14,15,16,17,18,19
p3-7|20|1.24170|0|22|1,4,5,9,10,11,12,13,16,20
p3-7|20|1.28268|0|23|1,2,7,8,9,18,20
p3-7|20|1.29784|0|24|2,4,5,7,8,9,10,13,16,17
p3-7|20|1.29831|0|25|4,6,7,8,9,10,12,14,20
p3-7|20|1.29831|0|25|3,6,7,8,9,10,12,14,20
p3-7|20|1.34493|0|26|2,3,6,7,8,14,17,18
p3-7|20|1.31854|0|27|1,2,5,6,8,9,10,11,13,14,17,18,19
p3-7|20|1.21213|0|28|1,3,4,7,9,12,13,14
p3-7|20|1.22641|0|29|1,2,3,4,6,7,9,10,11,15,16,17,18,19,20
p3-7|20|1.33157|0|30|3,4,5,8,9,10,11,15,20
p3-7|20|1.22996|0|31|1,3,5,7,8,9,12,16,17,18,19
p3-7|20|1.32281|0|32|2,4,5,6,7,9,13,15,16,17,18,19
p8-14|20|1.02738|0|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p8-14|20|1.07560|0|2|3,4,7,9,10,12,13,14,15,17,19,20
p8-14|20|1.07560|0|2|3,4,7,9,10,11,13,14,15,17,19,20
p8-14|20|1.07481|0|3|1,3,4,5,6,8,9,10,13,14,18,19,20
p8-14|20|1.10625|0|4|1,2,4,6,8,9,12,13,14,16,17,18,19,20
p8-14|20|1.10625|0|4|1,2,4,6,8,9,11,13,14,16,17,18,19,20
p8-14|20|1.12535|0|5|2,3,6,7,10,15,20
p8-14|20|1.12321|0|6|3,4,5,6,8,9,10,12,13,18,19,20
p8-14|20|1.12321|0|6|3,4,5,6,8,9,10,12,13,17,19,20
p8-14|20|1.12321|0|6|3,4,5,6,8,9,10,11,13,18,19,20
p8-14|20|1.12321|0|6|3,4,5,6,8,9,10,11,13,17,19,20
p8-14|20|1.15344|0|7|1,3,7,8,12,13,18
p8-14|20|1.15344|0|7|1,3,7,8,11,13,18
p8-14|20|1.13589|0|8|1,3,4,6,7,9,10,12,13,14,15,16,18,20
p8-14|20|1.13589|0|8|1,3,4,6,7,9,10,11,13,14,15,16,18,20
p8-14|20|1.10142|0|9|3,4,5,6,7,8,12,13,15,16,19,20
p8-14|20|1.10142|0|9|3,4,5,6,7,8,11,13,15,16,19,20
p8-14|20|1.16123|0|10|1,2,3,9,10,12,15
p8-14|20|1.16123|0|10|1,2,3,9,10,11,15
p8-14|20|1.20399|0|11|1,2,5,6,7,9,10,11,12,16,18,19,20
p8-14|20|1.16824|0|12|1,3,5,7,8,9,10,13,14,16,17,18,19
p8-14|20|1.16412|0|13|1,5,7,9,10,11,12,13,14,15,16,17,18,19,20
p8-14|20|1.21675|0|14|1,3,4,8,11,12,18
p8-14|20|1.16470|0|15|2,3,4,6,12,14,19,20
p8-14|20|1.16470|0|15|2,3,4,6,11,14,19,20
p8-14|20|1.17824|0|16|1,2,4,6,7,9,10,11,12,14,19
p8-14|20|1.26731|0|17|1,2,4,5,7,8,9,10,11,12,15,18,19
p8-14|20|1.26731|0|17|1,2,3,5,7,8,9,10,11,12,15,18,19
p8-14|20|1.22772|0|18|2,3,4,5,6,7,8,12,13,15,16,20
p8-14|20|1.22772|0|18|2,3,4,5,6,7,8,11,13,15,16,20
p8-14|20|1.15869|0|19|3,7,10,11,12,13,14,15,20
p8-14|20|1.22905|0|20|2,4,10,11,12,16
p8-14|20|1.24550|0|21|1,2,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
p8-14|20|1.31938|0|22|1,3,4,5,7,9,10,13,14,17,18,20
p8-14|20|1.27574|0|23|1,2,3,4,5,7,9,10,11,12,13,15,16,17,18,19,20
p8-14|20|1.27208|0|24|1,3,4,5,8,13,14,16,17,18,19
p8-14|20|1.26316|0|25|1,2,3,4,5,6,7,8,11,12,14,15,19,20
p8-14|20|1.24512|0|26|5,8,10,12,14,15,17,18,19
p8-14|20|1.24512|0|26|5,8,10,11,14,15,17,18,19
p8-14|20|1.25495|0|27|3,6,7,8,10,13,15,17,20
p8-14|20|1.24241|0|28|2,8,10,13,18
p8-14|20|1.28830|0|29|1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,19,20
p8-14|20|1.25836|0|30|2,3,4,10,12,13,16
p8-14|20|1.25836|0|30|2,3,4,10,11,13,16
p8-14|20|1.32680|0|31|2,3,4,5,6,7,8,9,10,12,13,17
p8-14|20|1.32680|0|31|2,3,4,5,6,7,8,9,10,11,13,17
p8-14|20|1.37200|0|32|3,4,5,9,14,15,16,17,19
p15-22|20|1.03321|0|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p15-22|20|1.08294|0|2|1,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20
p15-22|20|1.11161|0|3|7,10,11,14,15,17,19,20
p15-22|20|1.12694|0|4|1,4,7,8,9,10,11,14,17,18,19,20
p15-22|20|1.17689|0|5|1,9,13,14,15,16,17,18,20
p15-22|20|1.18447|0|6|4,5,6,7,10,11,14,15,16,19,20
p15-22|20|1.16426|0|7|1,2,3,4,7,10,11,12,15,18,19,20
p15-22|20|1.16426|0|7|1,2,3,4,7,9,11,12,15,18,19,20
p15-22|20|1.20551|0|8|1,4,7,8,9,10,11,13,17,18,19,20
p15-22|20|1.12313|0|9|1,2,3,4,5,6,7,13,14,15,16,17,18,19
p15-22|20|1.22689|0|10|1,9,11,12,13,14,17,18,19
p15-22|20|1.20322|0|11|1,3,4,5,6,7,8,9,10,11,13,14,15,16,17,20
p15-22|20|1.20322|0|11|1,2,4,5,6,7,8,9,10,11,13,14,15,16,17,20
p15-22|20|1.33634|0|12|1,2,3,4,5,6,7,9,11,16,19
p15-22|20|1.33634|0|12|1,2,3,4,5,6,7,9,11,15,19
p15-22|20|1.27214|0|13|1,4,8,9,10,11,12,14,15,16,17,19
p15-22|20|1.20764|0|14|1,4,7,9,11,12,17,18,19,20
p15-22|20|1.20314|0|15|2,4,6,7,10,11,12,13,14,16,18,20
p15-22|20|1.20314|0|15|2,4,6,7,10,11,12,13,14,16,18,19
p15-22|20|1.22649|0|16|1,4,7,8,9,10,11,13,17,18,19
p15-22|20|1.23966|0|17|2,5,6,10,12,13,14,15,16,19,20
p15-22|20|1.20700|0|18|1,2,3,4,7,9,10,11,12,14,15,16,18,20
p15-22|20|1.31661|0|19|1,3,4,6,7,8,10,12,13,16,17,18,19,20
p15-22|20|1.24893|0|20|1,3,4,5,7,8,9,15,16,18,20
p15-22|20|1.24294|0|21|1,2,4,5,6,7,10,11,14,15,18,19,20
p15-22|20|1.26797|0|22|8,11,13,14,15,16,17,20
p15-22|20|1.23749|0|23|2,3,5,7,8,9,10,11,12,14,18,19,20
p15-22|20|1.44576|0|24|1,2,3,4,5,6,7,10,11,16,19
p15-22|20|1.44576|0|24|1,2,3,4,5,6,7,10,11,15,19
p15-22|20|1.34316|0|25|1,2,3,4,5,9,12,13,15,16,17,18,19
p15-22|20|1.30761|0|26|1,4,8,9,10,11,12,14,19,20
p15-22|20|1.21623|0|27|4,5,8,9,10,11,13,15,16,18
p15-22|20|1.29515|0|28|1,4,6,9,10,11,16,19,20
p15-22|20|1.29515|0|28|1,4,6,9,10,11,15,19,20
p15-22|20|1.28137|0|29|1,2,4,6,7,8,18,19,20
p15-22|20|1.35448|0|30|1,2,4,5,8,10,11,12,14,15,16,19,20
p15-22|20|1.35448|0|30|1,2,4,5,8,10,11,12,13,15,16,19,20
p15-22|20|1.28629|0|31|1,4,6,10,13,14,15,17,20
p15-22|20|1.28629|0|31|1,4,6,10,13,14,15,16,20
p15-22|20|1.30593|0|32|1,5,7,9,12,14,18,19
p23-26|20|1.01750|0|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p23-26|20|1.05069|0|2|1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20
p23-26|20|1.07639|0|3|4,7,9,10,13,14,15,16,17,19,20
p23-26|20|1.08017|0|4|2,3,4,5,6,7,8,9,11,13,17,20
p23-26|20|1.09749|0|5|4,6,7,9,11,20
p23-26|20|1.10653|0|6|1,2,4,5,8,9,10,15,18,20
p23-26|20|1.12660|0|7|1,2,3,4,6,8,9,10,11,12,13,14,15,16,20
p23-26|20|1.12015|0|8|4,7,8,9,11,16,19,20
p23-26|20|1.15687|0|9|2,3,4,5,10,11,14,15,17,20
p23-26|20|1.15687|0|9|2,3,4,5,10,11,13,15,17,20
p23-26|20|1.15155|0|10|4,6,8,9,11,20
p23-26|20|1.14671|0|11|2,4,10,12,13,18
p23-26|20|1.17836|0|12|4,6,7,10,15,17,18
p23-26|20|1.17998|0|13|3,4,5,6,7,8,13,14,15,16,17,18,19
p23-26|20|1.27340|0|14|1,3,6,7,8,9,10,11,12,13,14,15
p23-26|20|1.23419|0|15|2,3,4,5,7,8,11,15,17,20
p23-26|20|1.22483|0|16|1,2,7,8,10,11,15,17,18,20
p23-26|20|1.25740|0|17|2,6,9,10,11,12,13,14,19
p23-26|20|1.19365|0|18|5,6,8,10,11,12,13,14,16,20
p23-26|20|1.28342|0|19|1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19
p23-26|20|1.24064|0|20|4,5,6,9,11,20
p23-26|20|1.22244|0|21|1,2,4,5,6,7,8,9,10,11,13,14,15,16,18
p23-26|20|1.20660|0|22|1,2,4,11,12,13,15,16,17,19
p23-26|20|1.24165|0|23|1,2,3,4,5,6,7,8,9,13,14,15,16,18,19,20
p23-26|20|1.26178|0|24|4,6,8,10,13,17,18,20
p23-26|20|1.28908|0|25|1,2,3,4,5,7,9,10,11,12,15,18,20
p23-26|20|1.37480|0|26|2,4,5,6,7,8,9,10,15,16,17,18,19
p23-26|20|1.27444|0|27|1,2,5,7,15,19
p23-26|20|1.37525|0|28|4,5,8,9,10,11,13,14,15,16,17,18,19,20
p23-26|20|1.35329|0|29|1,2,7,10,11,15,20
p23-26|20|1.33391|0|30|2,3,4,5,7,8,11,15,17,20
p23-26|20|1.34269|0|31|1,6,7,9,10,11,12,14,16,17,18,19,20
p23-26|20|1.34269|0|31|1,6,7,9,10,11,12,13,16,17,18,19,20
p23-26|20|1.32161|0|32|4,9,12,14,15,16,18,20
p23-26|20|1.32161|0|32|4,9,11,14,15,16,18,20
p27-32|20|1.02674|0|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p27-32|20|1.09852|0|2|1,2,3,5,7,10,11,14,17,18,19,20
p27-32|20|1.11652|0|3|2,3,4,5,6,7,9,10,12,13,14,15,16,17,19,20
p27-32|20|1.12887|0|4|1,3,4,8,9,11,14,15,18,19,20
p27-32|20|1.11581|0|5|1,2,4,7,8,9,10,15,18,19
p27-32|20|1.17275|0|6|1,2,7,8,9,11,12,13,15,16,17,18,20
p27-32|20|1.13075|0|7|1,8,12,20
p27-32|20|1.13789|0|8|1,2,3,4,7,8,11,14,15,16,17,18,19,20
p27-32|20|1.22319|0|9|2,3,4,5,6,7,9,11,12,13,14,15,16,17,19,20
p27-32|20|1.15284|0|10|1,2,3,6,7,9,11,13,16,18
p27-32|20|1.18031|0|11|1,2,3,4,5,6,8,9,10,12,13,14,15,16,18,20
p27-32|20|1.24226|0|12|2,3,7,8,10,13,15,17,18,19
p27-32|20|1.43591|0|13|1,3,8,9,13,15,16,17,18,19,20
p27-32|20|1.24169|0|14|5,6,8,12,13,14,15,16,17,18,19,20
p27-32|20|1.28360|0|15|1,2,5,6,9,10,11,12,13,15,18,20
p27-32|20|1.26968|0|16|1,2,8,11,12,13,15
p27-32|20|1.25300|0|17|2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19
p27-32|20|1.31212|0|18|3,7,8,11,12,13,14,15,16,17,18,19,20
p27-32|20|1.35188|0|19|1,2,7,9,10,12,13,15,19
p27-32|20|1.23995|0|20|3,4,5,6,7,8,9,10,11,12,14,15,17,20
p27-32|20|1.33331|0|21|2,5,6,8,9,11,13,14,18,20
p27-32|20|1.28236|0|22|1,2,3,4,5,6,7,9,10,12,13,14,15,16,17,18,19,20
p27-32|20|1.34843|0|23|3,4,5,6,8,9,10,11,12,13,16,17,18,20
p27-32|20|1.31080|0|24|1,2,4,5,7,8,14,15,16,17
p27-32|20|1.41929|0|25|2,4,5,8,9,10,15,18,20
p27-32|20|1.41929|0|25|2,4,5,8,9,10,15,17,20
p27-32|20|1.49913|0|26|1,2,4,5,6,10,12,13,17,18,19,20
p27-32|20|1.26371|0|27|2,3,4,5,6,7,10,11,12,13,14,15,16,18,19,20
p27-32|20|1.40523|0|28|1,2,7,8,9,10,11,12,13,14,17,18,19,20
p27-32|20|1.40523|0|28|1,2,7,8,9,10,11,12,13,14,16,18,19,20
p27-32|20|1.35531|0|29|2,4,5,7,12,16,17,19,20
p27-32|20|1.37564|0|30|1,2,6,8,9,11,12,13,16,17
p27-32|20|1.42207|0|31|3,10,11,12,16,17,18,19
p27-32|20|1.47450|0|32|2,4,5,6,7,8,9,10,11,12,13,15
p33-39|20|1.01311|0|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p33-39|20|1.03706|0|2|1,2,4,7,8,9,12,13,14,16,18,19,20
p33-39|20|1.04607|0|3|1,2,7,8,9,10,11,12,13,14,15,16,17,19,20
p33-39|20|1.05383|0|4|1,6,9,10,11,15,16,17,18,19
p33-39|20|1.07528|0|5|1,2,5,6,9,10,11,12,13,14,15,16,20
p33-39|20|1.05553|0|6|1,2,3,6,7,8,10,13,15,16,18,19
p33-39|20|1.09023|0|7|1,2,3,4,6,14,16,17,18,20
p33-39|20|1.08582|0|8|2,3,7,8,9,10,11,12,13,14,16,18,19,20
p33-39|20|1.09219|0|9|2,3,4,5,7,10,11,13,15,18,20
p33-39|20|1.09375|0|10|2,3,4,11,12,13,14,15,16,20
p33-39|20|1.11703|0|11|2,3,4,6,7,10,14,17,18
p33-39|20|1.07502|0|12|1,6,9,10,11,15,16,17,18,19
p33-39|20|1.12352|0|13|3,5,7,10,11,12,13,14,16,19
p33-39|20|1.09918|0|14|1,2,10,11,12,14,16,18
p33-39|20|1.14921|0|15|1,2,12,13,14,15,16,20
p33-39|20|1.14805|0|16|1,4,7,8,9,10,19
p33-39|20|1.15133|0|17|5,6,7,8,9,10,15,16
p33-39|20|1.14625|0|18|1,2,4,5,6,9,11,13,15,16,18,19,20
p33-39|20|1.16930|0|19|3,4,5,10,14,15,16,17,18
p33-39|20|1.14019|0|20|1,7,10,11,12,13,14,17,18
p33-39|20|1.12186|0|21|1,2,3,10,14,15,16,18,20
p33-39|20|1.18371|0|22|2,3,4,6,7,10,14,17,18
p33-39|20|1.17155|0|23|3,5,7,8,9,11,12,13,14,18,19,20
p33-39|20|1.17441|0|24|1,7,8,9,10,11,12,15,18,19,20
p33-39|20|1.19543|0|25|1,2,3,4,6,7,8,9,10,11,15,16,20
p33-39|20|1.15368|0|26|1,2,3,5,8,10,11,12,13,14,16,19
p33-39|20|1.16843|0|27|1,2,3,5,6,8,11,12,15,17,18,19
p33-39|20|1.14560|0|28|1,2,3,4,5,6,10,12,13,14,16,17,19,20
p33-39|20|1.26516|0|29|1,2,4,5,7,8,9,11,12,14,15,16,17,18
p33-39|20|1.18732|0|30|2,3,4,5,9,18,19,20
p33-39|20|1.18732|0|30|1,3,4,5,9,18,19,20
p33-39|20|1.18543|0|31|1,4,5,6,7,8,9,10,11,16,17,20
p33-39|20|1.20787|0|32|1,2,3,7,20
p40-53|20|1.02399|0|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p40-53|20|1.08031|0|2|1,3,4,5,6,7,9,12,13,14,15,16,19,20
p40-53|20|1.12599|0|3|1,2,3,4,6,7,8,9,10,12,14,15,16,17,18,19,20
p40-53|20|1.13207|0|4|1,3,5,8,9,12,14,16,19,20
p40-53|20|1.19210|0|5|1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19
p40-53|20|1.16456|0|6|3,6,7,8,13,14,15,18,20
p40-53|20|1.18063|0|7|1,5,7,8,12,13,14,16,17,19,20
p40-53|20|1.18063|0|7|1,5,6,8,12,13,14,16,17,19,20
p40-53|20|1.17301|0|8|1,2,3,7,9,11,14,15,19
p40-53|20|1.17301|0|8|1,2,3,6,9,11,14,15,19
p40-53|20|1.17827|0|9|1,2,4,7,8,14,15,16,17,18,20
p40-53|20|1.31729|0|10|1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19
p40-53|20|1.21193|0|11|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
p40-53|20|1.30736|0|12|3,5,6,8,13,14,15,18,20
p40-53|20|1.24640|0|13|2,5,6,7,9,14,18,20
p40-53|20|1.23326|0|14|2,3,10,12,13,18,20
p40-53|20|1.28387|0|15|1,2,3,4,7,8,9,10,11,14,17,18,19,20
p40-53|20|1.28621|0|16|1,2,3,6,9,10,14,15,19
p40-53|20|1.22196|0|17|2,9,10,11,15,16,20
p40-53|20|1.22196|0|17|2,8,10,11,15,16,20
p40-53|20|1.29467|0|18|1,3,4,5,6,7,9,12,19,20
p40-53|20|1.18831|0|19|1,2,4,8,17,19,20
p40-53|20|1.40879|0|20|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,20
p40-53|20|1.28088|0|21|1,3,12,13,15,16,17,19
p40-53|20|1.25541|0|22|1,2,6,16,17,18
p40-53|20|1.40086|0|23|1,2,4,5,6,8,9,14,17,18
p40-53|20|1.33411|0|24|3,5,6,8,13,14,15,19,20
p40-53|20|1.33757|0|25|1,2,3,4,5,11,12,13,15,16,17,18,19
p40-53|20|1.41701|0|26|2,4,5,7,12,14,16,20
p40-53|20|1.36980|0|27|1,3,4,5,6,14,15,16,17,18,19
p40-53|20|1.36471|0|28|1,5,8,10,12,13,15,17,18,19
p40-53|20|1.28333|0|29|1,2,3,4,5,6,12,13,14,16,17
p40-53|20|1.37635|0|30|1,2,3,4,5,8,9,10,11,14,17,18,19,20
p40-53|20|1.35834|0|31|1,3,4,5,7,10,12,13,14,15,16,17
p40-53|20|1.35834|0|31|1,3,4,5,6,10,12,13,14,15,16,17
p40-53|20|1.36303|0|32|1,2,3,7,9,10,12,13,19,20
p40-53|20|1.36303|0|32|1,2,3,6,9,10,12,13,19,20
p54-55|6|1.03746|0|2|1,2,4,5,6
p54-55|6|1.07281|0|3|1,3,5
p54-55|6|1.09878|0|4|1,2,4
p54-55|6|1.06062|0|5|4,5
p54-55|6|1.09873|0|6|1,3,6
p54-55|6|1.06063|0|7|1
p54-55|6|1.24998|0|8|1,2,4
p54-55|6|1.05182|0|9|1,3,5
p54-55|6|1.08925|0|10|4,5,6
p54-55|6|1.05905|0|11|5
p54-55|6|1.12840|0|12|1,4,5
p54-55|6|1.10142|0|13|3
p54-55|6|1.09938|0|14|1
p54-55|6|1.07569|0|15|
p54-55|6|1.48604|0|16|1,2,4
p54-55|6|1.12024|0|17|1
p54-55|6|1.16569|0|18|1,3,5
p54-55|6|1.26284|0|19|1,2,3,4,5,6
p54-55|6|1.09613|0|20|1,2,6
p54-55|6|1.31823|0|21|2,3,4,5,6
p54-55|6|1.20713|0|22|1,2,5
p54-55|6|1.15002|0|23|2,6
p54-55|6|1.35198|0|24|1,2,4
p54-55|6|1.21678|0|25|3,5,6
p54-55|6|1.25396|0|26|3
p54-55|6|1.27912|0|27|1,3,5
p54-55|6|1.16753|0|28|
p54-55|6|1.21212|0|29|1
p54-55|6|1.24983|0|30|4,5,6
p54-55|6|1.20054|0|31|2,3,4,5,6
p54-55|6|1.20054|0|31|1,2,3,4,5,6
p54-55|6|1.57587|0|32|2,3
p0-2|20|1.02407|1|1|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
p0-2|20|1.04697|1|2|3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,20
p0-2|20|1.06981|1|3|2,4,5,6,7,8,9,11,12,13,15,16,17,18,19,20
p0-2|20|1.09958|1|4|3,4,5,7,8,9,10,11,12,13,14,17,18,20
p0-2|20|1.11567|1|5|1,3,4,6,7,9,10,12,13,15,19,20
p0-2|20|1.10132|1|6|3,4,5,6,11,12,13,14,15,20
p0-2|20|1.13492|1|7|8,9,10,12,13,15,16,17,19,20
p0-2|20|1.17054|1|8|1,3,6,10,11,12,13,14,17,18,19
p0-2|20|1.14420|1|9|1,2,4,5,6,7,8,9,12,13,14
p0-2|20|1.17102|1|10|1,2,3,4,6,8,10,12,13,15
p0-2|20|1.13132|1|11|1,2,3,4,6,7,8,14,16,17,18
p0-2|20|1.17298|1|12|2,4,5,6,7,8,9,11,12,13,14,15,18,19
p0-2|20|1.12382|1|13|4,6,8,9,10,11,12,13,14,15,16,17,20
p0-2|20|1.12382|1|13|4,5,8,9,10,11,12,13,14,15,16,17,20
p0-2|20|1.16162|1|14|1,2,3,4,5,6,7,9,12,15,16,17,19
p0-2|20|1.11027|1|15|1,2,3,4,5,8,11,13,14,15,16,17,18,19,20
p0-2|20|1.16261|1|16|2,4,5,6,7,8,10,11,12,14,15,16,17,20
p0-2|20|1.14835|1|17|1,2,3,4,6,8,11,12,14,15,16,17,18,19,20
p0-2|20|1.13921|1|18|1,8,9,11,13,15
p0-2|20|1.11525|1|19|3,4,5,6,9,10,11,12,14,17,19
p0-2|20|1.21673|1|20|2,4,7,8,11,12,14,15,16,18,19
p0-2|20|1.24634|1|21|8,9,11,12,13,15,16,17,19,20
p0-2|20|1.17596|1|22|1,5,6,12,14,16,17,18
p0-2|20|1.18545|1|23|2,4,10,11,17,18,20
p0-2|20|1.21885|1|24|1,3,6,10,11,12,13,14,17,18,20
p0-2|20|1.25831|1|25|1,2,4,5,8,9,10,12,13,15,19
p0-2|20|1.15806|1|26|1,2,3,8,12,18,20
